in s,C1 in V
3.2490570336E+00,1.61133E+00
3.2490570520E+00,1.57227E+00
3.2490570704E+00,1.59180E+00
3.2490570888E+00,1.59180E+00
3.2490571072E+00,1.57227E+00
3.2490571256E+00,1.63086E+00
3.2490571440E+00,1.63086E+00
3.2490571624E+00,1.63086E+00
3.2490571808E+00,1.63086E+00
3.2490571992E+00,1.59180E+00
3.2490572176E+00,1.59180E+00
3.2490572360E+00,1.57227E+00
3.2490572544E+00,1.59180E+00
3.2490572728E+00,1.63086E+00
3.2490572912E+00,1.63086E+00
3.2490573096E+00,1.59180E+00
3.2490573280E+00,1.55273E+00
3.2490573464E+00,1.53320E+00
3.2490573648E+00,1.61133E+00
3.2490573832E+00,1.63086E+00
3.2490574016E+00,1.55273E+00
3.2490574200E+00,1.63086E+00
3.2490574384E+00,1.61133E+00
3.2490574568E+00,1.59180E+00
3.2490574752E+00,1.63086E+00
3.2490574936E+00,1.61133E+00
3.2490575120E+00,1.51367E+00
3.2490575304E+00,1.57227E+00
3.2490575488E+00,1.59180E+00
3.2490575672E+00,1.61133E+00
3.2490575856E+00,1.59180E+00
3.2490576040E+00,1.59180E+00
3.2490576224E+00,1.59180E+00
3.2490576408E+00,1.59180E+00
3.2490576592E+00,1.59180E+00
3.2490576776E+00,1.57227E+00
3.2490576960E+00,1.61133E+00
3.2490577144E+00,1.63086E+00
3.2490577328E+00,1.63086E+00
3.2490577512E+00,1.61133E+00
3.2490577696E+00,1.59180E+00
3.2490577880E+00,1.55273E+00
3.2490578064E+00,1.53320E+00
3.2490578248E+00,1.51367E+00
3.2490578432E+00,1.59180E+00
3.2490578616E+00,1.61133E+00
3.2490578800E+00,1.59180E+00
3.2490578984E+00,1.57227E+00
3.2490579168E+00,1.53320E+00
3.2490579352E+00,1.53320E+00
3.2490579536E+00,1.59180E+00
3.2490579720E+00,1.59180E+00
3.2490579904E+00,1.57227E+00
3.2490580088E+00,1.61133E+00
3.2490580272E+00,1.53320E+00
3.2490580456E+00,1.57227E+00
3.2490580640E+00,1.57227E+00
3.2490580824E+00,1.49414E+00
3.2490581008E+00,1.55273E+00
3.2490581192E+00,1.57227E+00
3.2490581376E+00,1.57227E+00
3.2490581560E+00,1.61133E+00
3.2490581744E+00,1.61133E+00
3.2490581928E+00,1.53320E+00
3.2490582112E+00,1.59180E+00
3.2490582296E+00,1.55273E+00
3.2490582480E+00,1.57227E+00
3.2490582664E+00,1.63086E+00
3.2490582848E+00,1.55273E+00
3.2490583032E+00,1.57227E+00
3.2490583216E+00,1.57227E+00
3.2490583400E+00,1.55273E+00
3.2490583584E+00,1.57227E+00
3.2490583768E+00,1.51367E+00
3.2490583952E+00,1.61133E+00
3.2490584136E+00,1.59180E+00
3.2490584320E+00,1.57227E+00
3.2490584504E+00,1.57227E+00
3.2490584688E+00,1.63086E+00
3.2490584872E+00,1.55273E+00
3.2490585056E+00,1.55273E+00
3.2490585240E+00,1.55273E+00
3.2490585424E+00,1.51367E+00
3.2490585608E+00,1.57227E+00
3.2490585792E+00,1.63086E+00
3.2490585976E+00,1.57227E+00
3.2490586160E+00,1.57227E+00
3.2490586344E+00,1.51367E+00
3.2490586528E+00,1.53320E+00
3.2490586712E+00,1.61133E+00
3.2490586896E+00,1.53320E+00
3.2490587080E+00,1.57227E+00
3.2490587264E+00,1.51367E+00
3.2490587448E+00,1.55273E+00
3.2490587632E+00,1.57227E+00
3.2490587816E+00,1.51367E+00
3.2490588000E+00,1.49414E+00
3.2490588184E+00,1.57227E+00
3.2490588368E+00,1.59180E+00
3.2490588552E+00,1.53320E+00
3.2490588736E+00,1.51367E+00
3.2490588920E+00,1.53320E+00
3.2490589104E+00,1.53320E+00
3.2490589288E+00,1.55273E+00
3.2490589472E+00,1.57227E+00
3.2490589656E+00,1.45508E+00
3.2490589840E+00,1.57227E+00
3.2490590024E+00,1.53320E+00
3.2490590208E+00,1.51367E+00
3.2490590392E+00,1.53320E+00
3.2490590576E+00,1.51367E+00
3.2490590760E+00,1.51367E+00
3.2490590944E+00,1.51367E+00
3.2490591128E+00,1.55273E+00
3.2490591312E+00,1.55273E+00
3.2490591496E+00,1.55273E+00
3.2490591680E+00,1.55273E+00
3.2490591864E+00,1.53320E+00
3.2490592048E+00,1.57227E+00
3.2490592232E+00,1.51367E+00
3.2490592416E+00,1.51367E+00
3.2490592600E+00,1.55273E+00
3.2490592784E+00,1.51367E+00
3.2490592968E+00,1.57227E+00
3.2490593152E+00,1.53320E+00
3.2490593336E+00,1.49414E+00
3.2490593520E+00,1.53320E+00
3.2490593704E+00,1.51367E+00
3.2490593888E+00,1.53320E+00
3.2490594072E+00,1.55273E+00
3.2490594256E+00,1.57227E+00
3.2490594440E+00,1.55273E+00
3.2490594624E+00,1.55273E+00
3.2490594808E+00,1.47461E+00
3.2490594992E+00,1.51367E+00
3.2490595176E+00,1.49414E+00
3.2490595360E+00,1.51367E+00
3.2490595544E+00,1.53320E+00
3.2490595728E+00,1.49414E+00
3.2490595912E+00,1.53320E+00
3.2490596096E+00,1.53320E+00
3.2490596280E+00,1.55273E+00
3.2490596464E+00,1.53320E+00
3.2490596648E+00,1.49414E+00
3.2490596832E+00,1.55273E+00
3.2490597016E+00,1.51367E+00
3.2490597200E+00,1.51367E+00
3.2490597384E+00,1.53320E+00
3.2490597568E+00,1.55273E+00
3.2490597752E+00,1.53320E+00
3.2490597936E+00,1.47461E+00
3.2490598120E+00,1.53320E+00
3.2490598304E+00,1.53320E+00
3.2490598488E+00,1.55273E+00
3.2490598672E+00,1.49414E+00
3.2490598856E+00,1.51367E+00
3.2490599040E+00,1.53320E+00
3.2490599224E+00,1.49414E+00
3.2490599408E+00,1.57227E+00
3.2490599592E+00,1.51367E+00
3.2490599776E+00,1.51367E+00
3.2490599960E+00,1.51367E+00
3.2490600144E+00,1.49414E+00
3.2490600328E+00,1.47461E+00
3.2490600512E+00,1.49414E+00
3.2490600696E+00,1.51367E+00
3.2490600880E+00,1.51367E+00
3.2490601064E+00,1.53320E+00
3.2490601248E+00,1.51367E+00
3.2490601432E+00,1.53320E+00
3.2490601616E+00,1.53320E+00
3.2490601800E+00,1.55273E+00
3.2490601984E+00,1.47461E+00
3.2490602168E+00,1.51367E+00
3.2490602352E+00,1.51367E+00
3.2490602536E+00,1.51367E+00
3.2490602720E+00,1.55273E+00
3.2490602904E+00,1.47461E+00
3.2490603088E+00,1.55273E+00
3.2490603272E+00,1.51367E+00
3.2490603456E+00,1.53320E+00
3.2490603640E+00,1.57227E+00
3.2490603824E+00,1.49414E+00
3.2490604008E+00,1.55273E+00
3.2490604192E+00,1.49414E+00
3.2490604376E+00,1.49414E+00
3.2490604560E+00,1.47461E+00
3.2490604744E+00,1.51367E+00
3.2490604928E+00,1.49414E+00
3.2490605112E+00,1.51367E+00
3.2490605296E+00,1.55273E+00
3.2490605480E+00,1.55273E+00
3.2490605664E+00,1.53320E+00
3.2490605848E+00,1.47461E+00
3.2490606032E+00,1.45508E+00
3.2490606216E+00,1.49414E+00
3.2490606400E+00,1.49414E+00
3.2490606584E+00,1.51367E+00
3.2490606768E+00,1.49414E+00
3.2490606952E+00,1.49414E+00
3.2490607136E+00,1.49414E+00
3.2490607320E+00,1.49414E+00
3.2490607504E+00,1.51367E+00
3.2490607688E+00,1.57227E+00
3.2490607872E+00,1.49414E+00
3.2490608056E+00,1.47461E+00
3.2490608240E+00,1.45508E+00
3.2490608424E+00,1.49414E+00
3.2490608608E+00,1.49414E+00
3.2490608792E+00,1.53320E+00
3.2490608976E+00,1.51367E+00
3.2490609160E+00,1.57227E+00
3.2490609344E+00,1.51367E+00
3.2490609528E+00,1.53320E+00
3.2490609712E+00,1.49414E+00
3.2490609896E+00,1.51367E+00
3.2490610080E+00,1.47461E+00
3.2490610264E+00,1.49414E+00
3.2490610448E+00,1.53320E+00
3.2490610632E+00,1.49414E+00
3.2490610816E+00,1.49414E+00
3.2490611000E+00,1.55273E+00
3.2490611184E+00,1.43555E+00
3.2490611368E+00,1.53320E+00
3.2490611552E+00,1.51367E+00
3.2490611736E+00,1.43555E+00
3.2490611920E+00,1.51367E+00
3.2490612104E+00,1.43555E+00
3.2490612288E+00,1.49414E+00
3.2490612472E+00,1.51367E+00
3.2490612656E+00,1.45508E+00
3.2490612840E+00,1.47461E+00
3.2490613024E+00,1.49414E+00
3.2490613208E+00,1.45508E+00
3.2490613392E+00,1.43555E+00
3.2490613576E+00,1.45508E+00
3.2490613760E+00,1.53320E+00
3.2490613944E+00,1.49414E+00
3.2490614128E+00,1.51367E+00
3.2490614312E+00,1.49414E+00
3.2490614496E+00,1.55273E+00
3.2490614680E+00,1.49414E+00
3.2490614864E+00,1.49414E+00
3.2490615048E+00,1.47461E+00
3.2490615232E+00,1.51367E+00
3.2490615416E+00,1.45508E+00
3.2490615600E+00,1.47461E+00
3.2490615784E+00,1.47461E+00
3.2490615968E+00,1.53320E+00
3.2490616152E+00,1.43555E+00
3.2490616336E+00,1.49414E+00
3.2490616520E+00,1.45508E+00
3.2490616704E+00,1.47461E+00
3.2490616888E+00,1.47461E+00
3.2490617072E+00,1.45508E+00
3.2490617256E+00,1.49414E+00
3.2490617440E+00,1.45508E+00
3.2490617624E+00,1.51367E+00
3.2490617808E+00,1.45508E+00
3.2490617992E+00,1.49414E+00
3.2490618176E+00,1.43555E+00
3.2490618360E+00,1.47461E+00
3.2490618544E+00,1.47461E+00
3.2490618728E+00,1.45508E+00
3.2490618912E+00,1.47461E+00
3.2490619096E+00,1.49414E+00
3.2490619280E+00,1.49414E+00
3.2490619464E+00,1.43555E+00
3.2490619648E+00,1.43555E+00
3.2490619832E+00,1.45508E+00
3.2490620016E+00,1.45508E+00
3.2490620200E+00,1.49414E+00
3.2490620384E+00,1.45508E+00
3.2490620568E+00,1.39648E+00
3.2490620752E+00,1.43555E+00
3.2490620936E+00,1.41602E+00
3.2490621120E+00,1.47461E+00
3.2490621304E+00,1.47461E+00
3.2490621488E+00,1.45508E+00
3.2490621672E+00,1.45508E+00
3.2490621856E+00,1.45508E+00
3.2490622040E+00,1.43555E+00
3.2490622224E+00,1.49414E+00
3.2490622408E+00,1.47461E+00
3.2490622592E+00,1.43555E+00
3.2490622776E+00,1.49414E+00
3.2490622960E+00,1.45508E+00
3.2490623144E+00,1.43555E+00
3.2490623328E+00,1.45508E+00
3.2490623512E+00,1.49414E+00
3.2490623696E+00,1.43555E+00
3.2490623880E+00,1.43555E+00
3.2490624064E+00,1.45508E+00
3.2490624248E+00,1.43555E+00
3.2490624432E+00,1.45508E+00
3.2490624616E+00,1.43555E+00
3.2490624800E+00,1.43555E+00
3.2490624984E+00,1.39648E+00
3.2490625168E+00,1.43555E+00
3.2490625352E+00,1.49414E+00
3.2490625536E+00,1.43555E+00
3.2490625720E+00,1.45508E+00
3.2490625904E+00,1.47461E+00
3.2490626088E+00,1.49414E+00
3.2490626272E+00,1.43555E+00
3.2490626456E+00,1.43555E+00
3.2490626640E+00,1.43555E+00
3.2490626824E+00,1.49414E+00
3.2490627008E+00,1.45508E+00
3.2490627192E+00,1.45508E+00
3.2490627376E+00,1.43555E+00
3.2490627560E+00,1.41602E+00
3.2490627744E+00,1.45508E+00
3.2490627928E+00,1.43555E+00
3.2490628112E+00,1.47461E+00
3.2490628296E+00,1.49414E+00
3.2490628480E+00,1.47461E+00
3.2490628664E+00,1.43555E+00
3.2490628848E+00,1.47461E+00
3.2490629032E+00,1.43555E+00
3.2490629216E+00,1.41602E+00
3.2490629400E+00,1.43555E+00
3.2490629584E+00,1.45508E+00
3.2490629768E+00,1.43555E+00
3.2490629952E+00,1.45508E+00
3.2490630136E+00,1.51367E+00
3.2490630320E+00,1.37695E+00
3.2490630504E+00,1.41602E+00
3.2490630688E+00,1.43555E+00
3.2490630872E+00,1.49414E+00
3.2490631056E+00,1.43555E+00
3.2490631240E+00,1.43555E+00
3.2490631424E+00,1.43555E+00
3.2490631608E+00,1.53320E+00
3.2490631792E+00,1.47461E+00
3.2490631976E+00,1.39648E+00
3.2490632160E+00,1.49414E+00
3.2490632344E+00,1.43555E+00
3.2490632528E+00,1.45508E+00
3.2490632712E+00,1.45508E+00
3.2490632896E+00,1.47461E+00
3.2490633080E+00,1.43555E+00
3.2490633264E+00,1.41602E+00
3.2490633448E+00,1.41602E+00
3.2490633632E+00,1.39648E+00
3.2490633816E+00,1.39648E+00
3.2490634000E+00,1.43555E+00
3.2490634184E+00,1.43555E+00
3.2490634368E+00,1.43555E+00
3.2490634552E+00,1.39648E+00
3.2490634736E+00,1.43555E+00
3.2490634920E+00,1.37695E+00
3.2490635104E+00,1.45508E+00
3.2490635288E+00,1.43555E+00
3.2490635472E+00,1.43555E+00
3.2490635656E+00,1.47461E+00
3.2490635840E+00,1.45508E+00
3.2490636024E+00,1.41602E+00
3.2490636208E+00,1.43555E+00
3.2490636392E+00,1.37695E+00
3.2490636576E+00,1.43555E+00
3.2490636760E+00,1.37695E+00
3.2490636944E+00,1.41602E+00
3.2490637128E+00,1.39648E+00
3.2490637312E+00,1.41602E+00
3.2490637496E+00,1.37695E+00
3.2490637680E+00,1.37695E+00
3.2490637864E+00,1.47461E+00
3.2490638048E+00,1.41602E+00
3.2490638232E+00,1.39648E+00
3.2490638416E+00,1.43555E+00
3.2490638600E+00,1.47461E+00
3.2490638784E+00,1.43555E+00
3.2490638968E+00,1.45508E+00
3.2490639152E+00,1.37695E+00
3.2490639336E+00,1.43555E+00
3.2490639520E+00,1.37695E+00
3.2490639704E+00,1.39648E+00
3.2490639888E+00,1.43555E+00
3.2490640072E+00,1.41602E+00
3.2490640256E+00,1.37695E+00
3.2490640440E+00,1.39648E+00
3.2490640624E+00,1.37695E+00
3.2490640808E+00,1.35742E+00
3.2490640992E+00,1.39648E+00
3.2490641176E+00,1.37695E+00
3.2490641360E+00,1.39648E+00
3.2490641544E+00,1.41602E+00
3.2490641728E+00,1.45508E+00
3.2490641912E+00,1.41602E+00
3.2490642096E+00,1.43555E+00
3.2490642280E+00,1.39648E+00
3.2490642464E+00,1.37695E+00
3.2490642648E+00,1.41602E+00
3.2490642832E+00,1.43555E+00
3.2490643016E+00,1.43555E+00
3.2490643200E+00,1.43555E+00
3.2490643384E+00,1.37695E+00
3.2490643568E+00,1.41602E+00
3.2490643752E+00,1.37695E+00
3.2490643936E+00,1.43555E+00
3.2490644120E+00,1.39648E+00
3.2490644304E+00,1.41602E+00
3.2490644488E+00,1.43555E+00
3.2490644672E+00,1.39648E+00
3.2490644856E+00,1.43555E+00
3.2490645040E+00,1.39648E+00
3.2490645224E+00,1.35742E+00
3.2490645408E+00,1.37695E+00
3.2490645592E+00,1.45508E+00
3.2490645776E+00,1.41602E+00
3.2490645960E+00,1.39648E+00
3.2490646144E+00,1.39648E+00
3.2490646328E+00,1.37695E+00
3.2490646512E+00,1.43555E+00
3.2490646696E+00,1.35742E+00
3.2490646880E+00,1.41602E+00
3.2490647064E+00,1.37695E+00
3.2490647248E+00,1.37695E+00
3.2490647432E+00,1.35742E+00
3.2490647616E+00,1.39648E+00
3.2490647800E+00,1.41602E+00
3.2490647984E+00,1.43555E+00
3.2490648168E+00,1.33789E+00
3.2490648352E+00,1.35742E+00
3.2490648536E+00,1.37695E+00
3.2490648720E+00,1.35742E+00
3.2490648904E+00,1.41602E+00
3.2490649088E+00,1.35742E+00
3.2490649272E+00,1.39648E+00
3.2490649456E+00,1.43555E+00
3.2490649640E+00,1.37695E+00
3.2490649824E+00,1.39648E+00
3.2490650008E+00,1.39648E+00
3.2490650192E+00,1.37695E+00
3.2490650376E+00,1.37695E+00
3.2490650560E+00,1.35742E+00
3.2490650744E+00,1.35742E+00
3.2490650928E+00,1.35742E+00
3.2490651112E+00,1.31836E+00
3.2490651296E+00,1.41602E+00
3.2490651480E+00,1.37695E+00
3.2490651664E+00,1.37695E+00
3.2490651848E+00,1.41602E+00
3.2490652032E+00,1.39648E+00
3.2490652216E+00,1.35742E+00
3.2490652400E+00,1.35742E+00
3.2490652584E+00,1.35742E+00
3.2490652768E+00,1.31836E+00
3.2490652952E+00,1.41602E+00
3.2490653136E+00,1.37695E+00
3.2490653320E+00,1.41602E+00
3.2490653504E+00,1.41602E+00
3.2490653688E+00,1.41602E+00
3.2490653872E+00,1.39648E+00
3.2490654056E+00,1.37695E+00
3.2490654240E+00,1.35742E+00
3.2490654424E+00,1.37695E+00
3.2490654608E+00,1.41602E+00
3.2490654792E+00,1.37695E+00
3.2490654976E+00,1.35742E+00
3.2490655160E+00,1.33789E+00
3.2490655344E+00,1.39648E+00
3.2490655528E+00,1.37695E+00
3.2490655712E+00,1.37695E+00
3.2490655896E+00,1.39648E+00
3.2490656080E+00,1.39648E+00
3.2490656264E+00,1.45508E+00
3.2490656448E+00,1.37695E+00
3.2490656632E+00,1.35742E+00
3.2490656816E+00,1.35742E+00
3.2490657000E+00,1.39648E+00
3.2490657184E+00,1.35742E+00
3.2490657368E+00,1.33789E+00
3.2490657552E+00,1.43555E+00
3.2490657736E+00,1.31836E+00
3.2490657920E+00,1.33789E+00
3.2490658104E+00,1.37695E+00
3.2490658288E+00,1.35742E+00
3.2490658472E+00,1.41602E+00
3.2490658656E+00,1.39648E+00
3.2490658840E+00,1.39648E+00
3.2490659024E+00,1.37695E+00
3.2490659208E+00,1.37695E+00
3.2490659392E+00,1.41602E+00
3.2490659576E+00,1.33789E+00
3.2490659760E+00,1.43555E+00
3.2490659944E+00,1.33789E+00
3.2490660128E+00,1.33789E+00
3.2490660312E+00,1.37695E+00
3.2490660496E+00,1.37695E+00
3.2490660680E+00,1.35742E+00
3.2490660864E+00,1.39648E+00
3.2490661048E+00,1.37695E+00
3.2490661232E+00,1.35742E+00
3.2490661416E+00,1.35742E+00
3.2490661600E+00,1.37695E+00
3.2490661784E+00,1.39648E+00
3.2490661968E+00,1.35742E+00
3.2490662152E+00,1.33789E+00
3.2490662336E+00,1.31836E+00
3.2490662520E+00,1.35742E+00
3.2490662704E+00,1.37695E+00
3.2490662888E+00,1.35742E+00
3.2490663072E+00,1.35742E+00
3.2490663256E+00,1.33789E+00
3.2490663440E+00,1.35742E+00
3.2490663624E+00,1.33789E+00
3.2490663808E+00,1.31836E+00
3.2490663992E+00,1.31836E+00
3.2490664176E+00,1.35742E+00
3.2490664360E+00,1.39648E+00
3.2490664544E+00,1.37695E+00
3.2490664728E+00,1.37695E+00
3.2490664912E+00,1.35742E+00
3.2490665096E+00,1.33789E+00
3.2490665280E+00,1.35742E+00
3.2490665464E+00,1.35742E+00
3.2490665648E+00,1.35742E+00
3.2490665832E+00,1.35742E+00
3.2490666016E+00,1.35742E+00
3.2490666200E+00,1.33789E+00
3.2490666384E+00,1.39648E+00
3.2490666568E+00,1.35742E+00
3.2490666752E+00,1.35742E+00
3.2490666936E+00,1.37695E+00
3.2490667120E+00,1.33789E+00
3.2490667304E+00,1.39648E+00
3.2490667488E+00,1.35742E+00
3.2490667672E+00,1.33789E+00
3.2490667856E+00,1.35742E+00
